NoClstr,FinalLevelTax,NoSeqinTax,TaxonomyPath
415,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Chroococcales; [F] Cyanobacteriaceae; [G] Cyanobacterium; [S] Cyanobacterium sp. HL-69;
416,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix; [S] Calothrix sp. NIES-4101;
416,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Oscillatoriales; [F] Oscillatoriaceae; [G] Oscillatoria; [S] Oscillatoria nigro-viridis;
418,G,3,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix;
421,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Scytonemataceae; [G] Scytonema; [S] Scytonema sp. NIES-4073;
422,S,3,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc; [S] Nostoc flagelliforme;
423,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Chroococcales; [F] Cyanobacteriaceae; [G] Cyanobacterium; [S] Cyanobacterium sp. HL-69;
424,S,3,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Alicyclobacillaceae; [G] Kyrpidia; [S] Kyrpidia spormannii;
425,S,5,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Alicyclobacillaceae; [G] Kyrpidia; [S] Kyrpidia spormannii;
426,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Alicyclobacillaceae; [G] Kyrpidia; [S] Kyrpidia spormannii;
430,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Micromonosporales; [F] Micromonosporaceae; [G] Plantactinospora; [S] Plantactinospora sp. BB1;
431,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces; [S] Actinomyces sp. oral taxon 897;
432,O,4,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales;
432,S,2,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Lachnospiraceae; [G] Lachnoclostridium; [S] Lachnoclostridium phocaeense;
432,S,1,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Peptostreptococcaceae; [G] Filifactor; [S] Filifactor alocis;
432,S,1,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Ruminococcaceae; [G] unknown; [S] [Eubacterium] siraeum;
432,S,7,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] unknown; [G] Massilistercora; [S] Massilistercora timonensis;
433,S,3,[D] Bacteria; [P] Bacteroidetes; [C] Cytophagia; [O] Cytophagales; [F] Cytophagaceae; [G] Runella; [S] Runella sp. SP2;
434,S,4,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Micrococcales; [F] Intrasporangiaceae; [G] Ornithinimicrobium; [S] Ornithinimicrobium sp. AMA3305;
436,S,4,[D] Bacteria; [P] Verrucomicrobia; [C] unknown; [O] unknown; [F] unknown; [G] unknown; [S] Verrucomicrobia bacterium S94;
438,S,2,[D] Bacteria; [P] Chloroflexi; [C] Ktedonobacteria; [O] Ktedonobacterales; [F] Ktedonosporobacteraceae; [G] Ktedonosporobacter; [S] Ktedonosporobacter rubrisoli;
439,S,7,[D] Bacteria; [P] Chloroflexi; [C] Ktedonobacteria; [O] Ktedonobacterales; [F] Ktedonosporobacteraceae; [G] Ktedonosporobacter; [S] Ktedonosporobacter rubrisoli;
440,S,3,[D] Bacteria; [P] Chloroflexi; [C] Ktedonobacteria; [O] Ktedonobacterales; [F] Ktedonosporobacteraceae; [G] Ktedonosporobacter; [S] Ktedonosporobacter rubrisoli;
441,S,2,[D] Bacteria; [P] Chloroflexi; [C] Ktedonobacteria; [O] Ktedonobacterales; [F] Ktedonosporobacteraceae; [G] Ktedonosporobacter; [S] Ktedonosporobacter rubrisoli;
442,S,1,[D] Bacteria; [P] Chloroflexi; [C] Ktedonobacteria; [O] Ktedonobacterales; [F] Ktedonosporobacteraceae; [G] Ktedonosporobacter; [S] Ktedonosporobacter rubrisoli;
444,S,4,[D] Bacteria; [P] Planctomycetes; [C] unknown; [O] unknown; [F] unknown; [G] unknown; [S] Planctomycetes bacterium Pan216;
447,S,9,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Clostridiales Family XVII. Incertae Sedis; [G] Thermaerobacter; [S] Thermaerobacter sp. FW80;
450,S,9,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Streptosporangiales; [F] Thermomonosporaceae; [G] Actinomadura; [S] Actinomadura sp. WMMA1423;
451,S,7,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Desulfuromonadales; [F] Geobacteraceae; [G] Geobacter; [S] Geobacter sp. FeAm09;
452,S,11,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Muribaculaceae; [G] unknown; [S] Muribaculaceae bacterium DSM 108610;
453,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc; [S] Nostoc sphaeroides;
454,S,13,[D] Bacteria; [P] Fusobacteria; [C] Fusobacteriia; [O] Fusobacteriales; [F] Fusobacteriaceae; [G] Fusobacterium; [S] Fusobacterium pseudoperiodonticum;
455,S,1,[D] Bacteria; [P] Fusobacteria; [C] Fusobacteriia; [O] Fusobacteriales; [F] Fusobacteriaceae; [G] Fusobacterium; [S] Fusobacterium pseudoperiodonticum;
457,S,16,[D] Bacteria; [P] Tenericutes; [C] Mollicutes; [O] Mycoplasmatales; [F] Mycoplasmataceae; [G] Mycoplasma; [S] Mycoplasma gallisepticum;
457,S,1,[D] Bacteria; [P] Tenericutes; [C] Mollicutes; [O] Mycoplasmatales; [F] Mycoplasmataceae; [G] Mycoplasma; [S] Mycoplasma salivarium;
457,S,13,[D] Bacteria; [P] Tenericutes; [C] Mollicutes; [O] Mycoplasmatales; [F] Mycoplasmataceae; [G] Mycoplasma; [S] Mycoplasma sp. NEAQ87857;
457,G,3,[D] Bacteria; [P] Tenericutes; [C] Mollicutes; [O] Mycoplasmatales; [F] Mycoplasmataceae; [G] Mycoplasmopsis;
457,S,2,[D] Bacteria; [P] Tenericutes; [C] Mollicutes; [O] Mycoplasmatales; [F] Mycoplasmataceae; [G] Mycoplasmopsis; [S] Mycoplasma canis;
457,S,1,[D] Bacteria; [P] Tenericutes; [C] Mollicutes; [O] Mycoplasmatales; [F] Mycoplasmataceae; [G] Mycoplasmopsis; [S] Mycoplasma cynos;
458,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Streptomycetales; [F] Streptomycetaceae; [G] Streptomyces; [S] Streptomyces sp. GF20;
459,S,4,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Polyangiaceae; [G] Chondromyces; [S] Chondromyces crocatus;
460,S,1,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Polyangiaceae; [G] Chondromyces; [S] Chondromyces crocatus;
461,S,1,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Polyangiaceae; [G] Chondromyces; [S] Chondromyces crocatus;
462,S,1,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Polyangiaceae; [G] Chondromyces; [S] Chondromyces crocatus;
463,S,2,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Polyangiaceae; [G] Sorangium; [S] Sorangium cellulosum;
463,S,5,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] unknown; [G] Minicystis; [S] Minicystis rosea;
465,S,1,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Gemmatales; [F] Gemmataceae; [G] Gemmata; [S] Gemmata obscuriglobus;
466,S,1,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Helicobacteraceae; [G] Helicobacter; [S] Helicobacter cinaedi;
467,S,1,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Helicobacteraceae; [G] Helicobacter; [S] Helicobacter mustelae;
468,G,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Burkholderiaceae; [G] Ralstonia;
469,S,2,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Neisseriales; [F] Neisseriaceae; [G] Neisseria; [S] Neisseria lactamica;
469,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pasteurellales; [F] Pasteurellaceae; [G] Pasteurella; [S] Pasteurella multocida;
470,G,3,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Neisseriales; [F] Neisseriaceae; [G] Neisseria;
470,S,6,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Neisseriales; [F] Neisseriaceae; [G] Neisseria; [S] Neisseria mucosa;
472,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Aeromonadales; [F] Aeromonadaceae; [G] Aeromonas; [S] Aeromonas media;
473,S,3,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Vibrionales; [F] Vibrionaceae; [G] Vibrio; [S] Vibrio gazogenes;
474,S,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Neisseriales; [F] Neisseriaceae; [G] Neisseria; [S] Neisseria subflava;
474,F,2,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pasteurellales; [F] Pasteurellaceae;
474,S,4,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pasteurellales; [F] Pasteurellaceae; [G] Actinobacillus; [S] Actinobacillus suis;
474,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pasteurellales; [F] Pasteurellaceae; [G] Haemophilus; [S] Haemophilus parainfluenzae;
474,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pasteurellales; [F] Pasteurellaceae; [G] Mannheimia; [S] Mannheimia sp. USDA-ARS-USMARC-1261;
474,S,2,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pasteurellales; [F] Pasteurellaceae; [G] Rodentibacter; [S] Rodentibacter pneumotropicus;
474,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pasteurellales; [F] Pasteurellaceae; [G] unknown; [S] [Pasteurella] aerogenes;
475,S,6,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Bacteroidaceae; [G] Bacteroides; [S] Bacteroides fragilis;
476,S,2,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Lachnospiraceae; [G] Butyrivibrio; [S] Butyrivibrio fibrisolvens;
477,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Porphyromonadaceae; [G] Porphyromonas; [S] Porphyromonas gingivalis;
478,S,1,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Helicobacteraceae; [G] Wolinella; [S] Wolinella succinogenes;
479,S,1,[D] Bacteria; [P] Fusobacteria; [C] Fusobacteriia; [O] Fusobacteriales; [F] Fusobacteriaceae; [G] Fusobacterium; [S] Fusobacterium necrophorum;
479,S,3,[D] Bacteria; [P] Fusobacteria; [C] Fusobacteriia; [O] Fusobacteriales; [F] Fusobacteriaceae; [G] Fusobacterium; [S] Fusobacterium nucleatum;
479,S,5,[D] Bacteria; [P] Fusobacteria; [C] Fusobacteriia; [O] Fusobacteriales; [F] Fusobacteriaceae; [G] Fusobacterium; [S] Fusobacterium pseudoperiodonticum;
481,S,4,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Flavobacterium; [S] Flavobacterium columnare;
483,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Flavobacterium; [S] Flavobacterium columnare;
485,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodobacterales; [F] Rhodobacteraceae; [G] Rhodobacter; [S] Rhodobacter sphaeroides;
487,G,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Merismopediaceae; [G] Synechocystis;
488,F,5,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae;
488,G,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactiplantibacillus;
488,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactiplantibacillus; [S] Lactobacillus paraplantarum;
488,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lentilactobacillus; [S] Lactobacillus buchneri;
488,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lentilactobacillus; [S] Lactobacillus kefiri;
488,S,8,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Ligilactobacillus; [S] Ligilactobacillus salivarius;
488,S,22,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Pediococcus; [S] Pediococcus acidilactici;
488,S,6,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Pediococcus; [S] Pediococcus pentosaceus;
489,S,3,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Enterococcaceae; [G] Enterococcus; [S] Enterococcus cecorum;
489,S,4,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Peptococcaceae; [G] Dehalobacterium; [S] Dehalobacterium formicoaceticum;
489,S,1,[D] Bacteria; [P] Firmicutes; [C] Negativicutes; [O] Veillonellales; [F] Veillonellaceae; [G] Dialister; [S] Dialister pneumosintes;
489,S,2,[D] Bacteria; [P] Firmicutes; [C] Tissierellia; [O] Tissierellales; [F] Peptoniphilaceae; [G] Finegoldia; [S] Finegoldia magna;
490,S,4,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Micrococcales; [F] Micrococcaceae; [G] Micrococcus; [S] Micrococcus luteus;
490,S,2,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Propionibacteriales; [F] Propionibacteriaceae; [G] Tessaracoccus; [S] Tessaracoccus timonensis;
491,D,1,[D] Bacteria;
491,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus; [S] Staphylococcus schleiferi;
491,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus; [S] Staphylococcus sp. M0911;
491,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus; [S] Staphylococcus warneri;
492,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus; [S] Staphylococcus hyicus;
493,G,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus;
493,S,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus; [S] Staphylococcus piscifermentans;
493,S,7,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus; [S] Staphylococcus simulans;
494,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Listeriaceae; [G] Listeria; [S] Listeria sp. PSOL-1;
494,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus equinus;
494,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus lutetiensis;
494,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus respiraculi;
494,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus sanguinis;
495,O,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales;
495,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Lactococcus; [S] Lactococcus sp. 1JSPR-7;
495,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Lactococcus; [S] Lactococcus sp. KACC 19320;
495,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus anginosus;
496,S,3,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus equinus;
497,O,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales;
497,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Aerococcaceae; [G] Aerococcus; [S] Aerococcus viridans;
497,S,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Enterococcaceae; [G] Enterococcus; [S] Enterococcus cecorum;
497,S,6,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Enterococcaceae; [G] Enterococcus; [S] Enterococcus faecalis;
498,G,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Enterococcaceae; [G] Enterococcus;
498,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Enterococcaceae; [G] Enterococcus; [S] Enterococcus faecium;
498,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Enterococcaceae; [G] Enterococcus; [S] Enterococcus mundtii;
499,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Lactococcus; [S] Lactococcus lactis;
500,G,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] unknown; [G] Gemella;
500,S,9,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] unknown; [G] Gemella; [S] Gemella haemolysans;
501,G,5,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Bacillaceae; [G] Geobacillus;
501,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Bacillaceae; [G] Geobacillus; [S] Geobacillus stearothermophilus;
502,S,3,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Clostridiaceae; [G] Clostridium; [S] Clostridium perfringens;
503,S,1,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Clostridiaceae; [G] Clostridium; [S] Clostridium sporogenes;
503,S,1,[D] Bacteria; [P] Firmicutes; [C] Erysipelotrichia; [O] Erysipelotrichales; [F] Erysipelotrichaceae; [G] Amedibacterium; [S] Amedibacterium intestinale;
503,S,4,[D] Bacteria; [P] Firmicutes; [C] Erysipelotrichia; [O] Erysipelotrichales; [F] Erysipelotrichaceae; [G] unknown; [S] Erysipelotrichaceae bacterium GAM147;
504,S,11,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Levilactobacillus; [S] Levilactobacillus brevis;
505,S,30,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lacticaseibacillus; [S] Lacticaseibacillus paracasei;
505,S,23,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lacticaseibacillus; [S] Lacticaseibacillus rhamnosus;
506,S,11,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactobacillus; [S] Lactobacillus delbrueckii;
507,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactobacillus; [S] Lactobacillus delbrueckii;
509,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lentilactobacillus; [S] Lactobacillus hilgardii;
509,S,5,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Limosilactobacillus; [S] Lactobacillus mucosae;
510,G,17,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactiplantibacillus;
510,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactiplantibacillus; [S] Lactiplantibacillus pentosus;
510,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactiplantibacillus; [S] Lactiplantibacillus plantarum;
511,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lacticaseibacillus; [S] Lacticaseibacillus paracasei;
512,S,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Furfurilactobacillus; [S] Lactobacillus rossiae;
512,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Limosilactobacillus; [S] Limosilactobacillus reuteri;
513,G,12,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Latilactobacillus;
513,S,3,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Latilactobacillus; [S] Lactobacillus curvatus;
513,S,6,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Latilactobacillus; [S] Lactobacillus sakei;
513,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Loigolactobacillus; [S] Lactobacillus rennini;
514,S,9,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Latilactobacillus; [S] Lactobacillus sakei;
516,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactobacillus; [S] Lactobacillus acetotolerans;
517,S,5,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactobacillus; [S] Lactobacillus acetotolerans;
518,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactobacillus; [S] Lactobacillus acetotolerans;
518,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactobacillus; [S] Lactobacillus amylovorus;
518,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactobacillus; [S] Lactobacillus crispatus;
518,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactobacillus; [S] Lactobacillus jensenii;
518,S,3,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Lactobacillus; [S] Lactobacillus johnsonii;
519,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Carnobacteriaceae; [G] Dolosigranulum; [S] Dolosigranulum pigrum;
519,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Ligilactobacillus; [S] Lactobacillus animalis;
520,G,7,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Loigolactobacillus;
520,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Loigolactobacillus; [S] Lactobacillus coryniformis;
521,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Ligilactobacillus; [S] Ligilactobacillus salivarius;
522,S,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Fructilactobacillus; [S] Lactobacillus lindneri;
522,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Fructilactobacillus; [S] Lactobacillus sanfranciscensis;
523,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Listeriaceae; [G] Listeria; [S] Listeria innocua;
523,S,8,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Listeriaceae; [G] Listeria; [S] Listeria monocytogenes;
523,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus pseudoporcinus;
524,S,3,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces; [S] Actinomyces howellii;
524,S,2,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces; [S] Actinomyces israelii;
524,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces; [S] Actinomyces sp. Z16;
524,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Corynebacteriales; [F] Mycobacteriaceae; [G] Mycolicibacterium; [S] Mycolicibacterium hassiacum;
525,S,2,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Schaalia; [S] Schaalia meyeri;
525,S,6,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Schaalia; [S] Schaalia odontolytica;
526,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Bifidobacteriales; [F] Bifidobacteriaceae; [G] Bifidobacterium; [S] Bifidobacterium dentium;
